002505.SZ,20180124,2.7,0.2483,0.5553,0.89,194.3042,193.6542,2.5982,2.3799,1.1927,548537.22,548480.79,245219.7,1481050.494,1480898.133,002505
002505.SZ,20180123,2.7,0.3049,0.6819,1.11,194.3042,193.6542,2.5982,2.3799,1.1927,548537.22,548480.79,245219.7,1481050.494,1480898.133,002505
002505.SZ,20180122,2.67,0.2231,0.4989,0.72,192.1453,191.5025,2.5693,2.3535,1.1794,548537.22,548480.79,245219.7,1464594.3774,1464443.7093,002505
002505.SZ,20180119,2.67,0.2816,0.6299,0.91,192.1453,191.5025,2.5693,2.3535,1.1794,548537.22,548480.79,245219.7,1464594.3774,1464443.7093,002505
002505.SZ,20180118,2.69,0.2602,0.5821,0.78,193.5846,192.937,2.5886,2.3711,1.1883,548537.22,548480.79,245219.7,1475565.1218,1475413.3251,002505
002505.SZ,20180117,2.68,0.3304,0.739,0.82,192.865,192.2197,2.579,2.3623,1.1838,548537.22,548480.79,245219.7,1470079.7496,1469928.5172,002505
002505.SZ,20180116,2.69,0.2836,0.6343,0.64,193.5846,192.937,2.5886,2.3711,1.1883,548537.22,548480.79,245219.7,1475565.1218,1475413.3251,002505
002505.SZ,20180115,2.68,0.3973,0.8886,0.83,192.865,192.2197,2.579,2.3623,1.1838,548537.22,548480.79,245219.7,1470079.7496,1469928.5172,002505
002505.SZ,20180112,2.76,0.2823,0.6315,0.51,198.6221,197.9576,2.6559,2.4328,1.2192,548537.22,548480.79,245219.7,1513962.7272,1513806.9804,002505
002505.SZ,20180111,2.77,0.3827,0.8559,0.58,199.3418,198.6749,2.6656,2.4416,1.2236,548537.22,548480.79,245219.7,1519448.0994,1519291.7883,002505
002505.SZ,20180110,2.75,0.6595,1.475,0.94,197.9025,197.2404,2.6463,2.424,1.2148,548537.22,548480.79,245219.7,1508477.355,1508322.1725,002505
002505.SZ,20180109,2.8,0.5107,1.1422,0.7,201.5007,200.8266,2.6944,2.468,1.2368,548537.22,548480.79,245219.7,1535904.216,1535746.212,002505
002505.SZ,20180108,2.83,0.5454,1.2199,0.69,203.6596,202.9783,2.7233,2.4945,1.2501,548537.22,548480.79,245219.7,1552360.3326,1552200.6357,002505
002505.SZ,20180105,2.84,0.6542,1.4632,0.67,204.3793,203.6955,2.7329,2.5033,1.2545,548537.22,548480.79,245219.7,1557845.7048,1557685.4436,002505
002505.SZ,20180104,2.87,0.9549,2.1357,0.8,206.5382,205.8473,2.7618,2.5297,1.2678,548537.22,548480.79,245219.7,1574301.8214,1574139.8673,002505
